Datum,Zeitpunkt,Leitfähigkeit,Temperatur,pH,Redox,
03/04/21,14:55:15,60,59,12.463,-39,-2326
03/04/21,14:55:32,60,59,12.464,-42,-2325
03/04/21,14:56:14,60,59,12.463,-40.1,-2324
03/04/21,14:56:39,60,59,12.46,-41.7,-2323
03/04/21,14:57:14,60,59,12.462,-41.1,-2322
03/04/21,14:57:37,60,59,12.459,-43,-2321
03/04/21,14:58:16,60,59,12.459,-40,-2320
03/04/21,14:58:33,60,59,12.458,-41.8,-2319
03/04/21,14:59:04,60,59,12.458,-38,-2318
03/04/21,14:59:39,60,59,12.46,-41.3,-2317
03/04/21,15:00:16,60,59,12.462,-39.5,-2316
03/04/21,15:00:36,60,59,12.46,-40.5,-2315
03/04/21,15:01:12,60,59,12.463,-39.3,-2314
03/04/21,15:01:36,60,59,12.462,-41.6,-2313
03/04/21,15:02:16,60,59,12.462,-43.2,-2312
03/04/21,15:02:35,60,59,12.463,-42.1,-2311
03/04/21,15:03:15,60,59,12.463,-42.3,-2310
03/04/21,15:03:36,60,59,12.461,-41.9,-2309
03/04/21,15:04:08,60,59,12.46,-40.1,-2308
03/04/21,15:04:38,60,59,12.459,-42.7,-2307
03/04/21,15:05:13,60,59,12.463,-40,-2306
03/04/21,15:05:44,60,59,12.461,-38.6,-2305
03/04/21,15:06:14,60,59,12.458,-41.8,-2304
03/04/21,15:06:39,60,59,12.458,-41.5,-2303
03/04/21,15:07:12,60,59,12.458,-42.6,-2302
03/04/21,15:07:39,60,59,12.454,-43.3,-2301
03/04/21,15:08:09,60,59,12.462,-42.7,-2300
03/04/21,15:08:40,59.9,59,12.459,-40.8,-2299
03/04/21,15:09:19,60,59,12.462,-42.1,-2298
03/04/21,15:09:39,60,59,12.46,-42.3,-2297
03/04/21,15:10:11,59.9,59,12.461,-42.3,-2296
03/04/21,15:10:42,59.9,59.1,12.46,-41.1,-2295
03/04/21,15:11:13,59.9,59.1,12.46,-40,-2294
03/04/21,15:11:43,60,59,12.462,-41.4,-2293
03/04/21,15:12:13,59.9,59.1,12.461,-40.7,-2292
03/04/21,15:12:43,60,59,12.464,-41.6,-2291
03/04/21,15:13:20,59.9,59,12.461,-38.7,-2290
03/04/21,15:13:45,60,59,12.459,-40.5,-2289
03/04/21,15:14:31,60,59,12.459,-41.6,-2288
03/04/21,15:14:47,59.9,59.1,12.459,-38.3,-2287
03/04/21,15:15:17,60,59,12.458,-41.4,-2286
03/04/21,15:15:57,59.9,59,12.459,-41.1,-2285
03/04/21,15:16:17,59.9,59.1,12.461,-41.6,-2284
03/04/21,15:16:47,59.9,59.1,12.46,-41.4,-2283
03/04/21,15:17:19,59.9,59,12.462,-40.8,-2282
03/04/21,15:17:48,59.9,59.1,12.458,-40.8,-2281
03/04/21,15:18:19,60,59.1,12.459,-41.6,-2280
03/04/21,15:18:59,59.9,59.1,12.458,-41.3,-2279
03/04/21,15:19:19,59.9,59.1,12.459,-40.7,-2278
03/04/21,15:19:50,59.9,59.1,12.46,-40.5,-2277
03/04/21,15:20:20,59.9,59,12.46,-41.5,-2276
03/04/21,15:20:51,59.9,59.1,12.458,-41.7,-2275
03/04/21,15:21:21,59.9,59.1,12.458,-40.8,-2274
03/04/21,15:21:51,59.9,59.1,12.459,-42.3,-2273
03/04/21,15:22:21,59.9,59.1,12.461,-41.7,-2272
03/04/21,15:22:56,59.9,59.1,12.462,-42,-2271
03/04/21,15:23:23,59.9,59.1,12.462,-41.2,-2270
03/04/21,15:23:54,59.9,59.1,12.461,-41.1,-2269
03/04/21,15:24:24,59.9,59.1,12.461,-40.9,-2268
03/04/21,15:24:58,59.9,59,12.461,-40.5,-2267
03/04/21,15:25:23,59.9,59.1,12.459,-41.7,-2266
03/04/21,15:25:54,59.9,59.1,12.461,-39.6,-2265
03/04/21,15:26:24,59.9,59.1,12.462,-41.1,-2264
03/04/21,15:26:54,59.9,59.1,12.463,-41.1,-2263
03/04/21,15:27:34,59.9,59.1,12.46,-40.8,-2262
03/04/21,15:27:55,59.9,59.1,12.46,-41.4,-2261
03/04/21,15:28:24,59.9,59.1,12.46,-41,-2260
03/04/21,15:28:54,59.8,59.1,12.458,-41.3,-2259
03/04/21,15:29:25,59.8,59.1,12.461,-41.1,-2258
03/04/21,15:29:56,59.8,59.1,12.461,-39.9,-2257
03/04/21,15:30:26,59.8,59.1,12.463,-39.8,-2256
03/04/21,15:30:55,59.9,59,12.461,-40.5,-2255
03/04/21,15:31:27,59.9,59.1,12.462,-40.7,-2254
03/04/21,15:31:59,59.8,59,12.46,-39.7,-2253
03/04/21,15:32:36,59.9,59.1,12.459,-40.4,-2252
03/04/21,15:32:59,59.9,59,12.461,-40.4,-2251
03/04/21,15:33:30,59.8,59.1,12.462,-41.4,-2250
03/04/21,15:33:59,59.8,59.1,12.464,-40.7,-2249
03/04/21,15:34:30,59.8,59.1,12.46,-40.6,-2248
03/04/21,15:35:01,59.8,59,12.46,-41,-2247
03/04/21,15:35:34,59.8,59.1,12.46,-41.3,-2246
03/04/21,15:36:12,59.8,59.1,12.458,-41.1,-2245
03/04/21,15:36:35,59.8,59.1,12.462,-40.5,-2244
03/04/21,15:37:01,59.8,59.1,12.46,-40.9,-2243
03/04/21,15:37:31,59.8,59.1,12.461,-40.2,-2242
03/04/21,15:38:01,59.8,59.1,12.458,-40.5,-2241
03/04/21,15:38:50,59.9,59.1,12.459,-40.7,-2240
03/04/21,15:39:02,59.8,59.1,12.46,-40.6,-2239
03/04/21,15:39:46,59.8,59.1,12.462,-40.1,-2238
03/04/21,15:40:02,59.8,59.1,12.463,-39.6,-2237
03/04/21,15:40:51,59.8,59.1,12.46,-40.5,-2236
03/04/21,15:41:02,59.8,59.1,12.46,-40.1,-2235
03/04/21,15:41:39,59.8,59.1,12.46,-40.5,-2234
03/04/21,15:42:15,59.8,59.1,12.46,-39.6,-2233
03/04/21,15:42:33,59.8,59.1,12.461,-39.5,-2232
03/04/21,15:43:02,59.8,59.1,12.461,-39.5,-2231
03/04/21,15:43:32,59.8,59.1,12.461,-39.3,-2230
03/04/21,15:44:04,59.8,59.1,12.46,-38.4,-2229
03/04/21,15:44:33,59.8,59.1,12.461,-39,-2228
03/04/21,15:45:03,59.8,59.1,12.459,-39.3,-2227
03/04/21,15:45:33,59.8,59.1,12.46,-39,-2226
03/04/21,15:46:15,59.8,59.1,12.462,-39.9,-2225
03/04/21,15:46:35,59.8,59.1,12.462,-38.6,-2224
03/04/21,15:47:49,59.8,59.1,12.462,-39.3,-2223
03/04/21,15:47:51,59.8,59.1,12.462,-39.3,-2222
03/04/21,15:48:48,59.8,59.1,12.459,-39.3,-2221
03/04/21,15:48:52,59.8,59.1,12.459,-39.2,-2220
03/04/21,15:49:34,59.8,59.1,12.458,-39.9,-2219
03/04/21,15:49:58,59.8,59.1,12.461,-40,-2218
03/04/21,15:50:22,59.8,59.1,12.462,-39,-2217
03/04/21,15:50:54,59.7,59.1,12.462,-40.3,-2216
03/04/21,15:51:22,59.8,59.1,12.462,-39.7,-2215
03/04/21,15:51:57,59.8,59.1,12.458,-40.3,-2214
03/04/21,15:52:23,59.8,59.1,12.46,-38.8,-2213
03/04/21,15:52:58,59.8,59.1,12.459,-39.1,-2212
03/04/21,15:53:37,59.7,59.1,12.46,-39.9,-2211
03/04/21,15:53:54,59.8,59.1,12.46,-39.9,-2210
03/04/21,15:54:25,59.8,59.1,12.46,-39.9,-2209
03/04/21,15:54:58,59.7,59.2,12.458,-39.8,-2208
03/04/21,15:55:25,59.7,59.1,12.459,-39.9,-2207
03/04/21,15:56:11,59.7,59.1,12.456,-38.3,-2206
03/04/21,15:56:24,59.7,59.1,12.461,-39.1,-2205
03/04/21,15:56:55,59.8,59.1,12.459,-40,-2204
03/04/21,15:57:27,59.8,59.1,12.458,-39.6,-2203
03/04/21,15:57:56,59.7,59.2,12.459,-39.6,-2202
03/04/21,15:58:27,59.8,59.1,12.459,-39,-2201
03/04/21,15:58:56,59.7,59.2,12.456,-39.2,-2200
03/04/21,15:59:35,59.8,59.1,12.455,-38,-2199
03/04/21,15:59:58,59.8,59.1,12.46,-38.9,-2198
03/04/21,16:00:34,59.8,59.1,12.461,-40.5,-2197
03/04/21,16:00:56,59.7,59.1,12.46,-38.9,-2196
03/04/21,16:01:27,59.8,59.1,12.455,-37.8,-2195
03/04/21,16:01:56,59.7,59.2,12.456,-38.8,-2194
03/04/21,16:02:36,59.7,59.1,12.455,-36.8,-2193
03/04/21,16:02:56,59.7,59.2,12.453,-37.6,-2192
03/04/21,16:03:26,59.7,59.2,12.46,-38.7,-2191
03/04/21,16:03:56,59.7,59.1,12.459,-38.4,-2190
03/04/21,16:04:27,59.7,59.2,12.458,-37.6,-2189
03/04/21,16:05:00,59.7,59.2,12.459,-38.4,-2188
03/04/21,16:05:27,59.7,59.1,12.458,-38.7,-2187
03/04/21,16:05:56,59.7,59.1,12.461,-38.1,-2186
03/04/21,16:06:27,59.6,59.2,12.455,-37.4,-2185
03/04/21,16:06:59,59.7,59.1,12.459,-39.6,-2184
03/04/21,16:07:36,59.6,59.2,12.457,-39.3,-2183
03/04/21,16:08:07,59.6,59.1,12.461,-39,-2182
03/04/21,16:08:31,59.6,59.1,12.458,-37.2,-2181
03/04/21,16:09:00,59.7,59.2,12.458,-38.2,-2180
03/04/21,16:10:06,59.7,59.1,12.46,-37,-2179
03/04/21,16:10:08,59.7,59.1,12.46,-37.6,-2178
03/04/21,16:10:38,59.7,59.1,12.456,-39.3,-2177
03/04/21,16:11:08,59.6,59.1,12.456,-36.7,-2176
03/04/21,16:11:39,59.6,59.2,12.459,-39.1,-2175
03/04/21,16:12:13,59.6,59.1,12.459,-39.6,-2174
03/04/21,16:12:40,59.6,59.2,12.46,-39.6,-2173
03/04/21,16:13:08,59.6,59.1,12.46,-39.7,-2172
03/04/21,16:13:38,59.6,59.2,12.458,-39.9,-2171
03/04/21,16:14:09,59.6,59.1,12.459,-40.1,-2170
03/04/21,16:14:40,59.6,59.2,12.459,-37.7,-2169
03/04/21,16:15:10,59.6,59.2,12.461,-39.3,-2168
03/04/21,16:15:41,59.6,59.2,12.457,-39.1,-2167
03/04/21,16:16:12,59.6,59.2,12.458,-38.7,-2166
03/04/21,16:16:56,59.6,59.2,12.459,-38.4,-2165
03/04/21,16:17:13,59.6,59.2,12.459,-39.3,-2164
03/04/21,16:18:06,59.6,59.2,12.454,-39.5,-2163
03/04/21,16:18:13,59.6,59.2,12.455,-38.5,-2162
03/04/21,16:19:15,59.6,59.2,12.46,-37.9,-2161
03/04/21,16:19:56,59.6,59.2,12.454,-38.5,-2160
03/04/21,16:20:04,59.6,59.2,12.458,-37.7,-2159
03/04/21,16:20:30,59.6,59.2,12.458,-38.6,-2158
03/04/21,16:21:00,59.6,59.2,12.46,-38.6,-2157
03/04/21,16:21:32,59.6,59.2,12.46,-39.5,-2156
03/04/21,16:22:01,59.6,59.2,12.46,-38.5,-2155
03/04/21,16:22:53,59.6,59.2,12.461,-37.6,-2154
03/04/21,16:23:01,59.6,59.2,12.461,-36.6,-2153
03/04/21,16:23:33,59.6,59.2,12.458,-37.8,-2152
03/04/21,16:24:11,59.6,59.2,12.456,-37.1,-2151
03/04/21,16:24:34,59.6,59.1,12.457,-38.1,-2150
03/04/21,16:25:02,59.6,59.2,12.458,-39.3,-2149
03/04/21,16:25:32,59.6,59.2,12.459,-38.3,-2148
03/04/21,16:26:02,59.6,59.2,12.457,-37.4,-2147
03/04/21,16:26:33,59.6,59.1,12.458,-37.9,-2146
03/04/21,16:27:04,59.7,59.2,12.458,-37.3,-2145
03/04/21,16:27:35,59.6,59.2,12.454,-38.2,-2144
03/04/21,16:28:04,59.6,59.2,12.46,-37.9,-2143
03/04/21,16:28:34,59.6,59.2,12.458,-37.1,-2142
03/04/21,16:29:04,59.6,59.2,12.459,-35.5,-2141
03/04/21,16:29:47,59.6,59.2,12.46,-36.8,-2140
03/04/21,16:30:04,59.6,59.2,12.461,-38,-2139
03/04/21,16:30:36,59.6,59.2,12.458,-37.8,-2138
03/04/21,16:31:06,59.6,59.2,12.461,-39,-2137
03/04/21,16:32:05,59.6,59.2,12.459,-36.7,-2136
03/04/21,16:32:07,59.6,59.2,12.458,-36.8,-2135
03/04/21,16:32:38,59.6,59.2,12.459,-36.3,-2134
03/04/21,16:33:17,59.6,59.2,12.458,-38.2,-2133
03/04/21,16:33:39,59.6,59.2,12.459,-36.8,-2132
03/04/21,16:34:10,59.6,59.2,12.458,-36.1,-2131
03/04/21,16:34:41,59.6,59.2,12.46,-36.7,-2130
03/04/21,16:35:15,59.6,59.2,12.457,-37.1,-2129
03/04/21,16:35:43,59.6,59.2,12.459,-36.7,-2128
03/04/21,16:36:15,59.6,59.2,12.458,-36.9,-2127
03/04/21,16:36:53,59.6,59.2,12.458,-36.8,-2126
03/04/21,16:37:17,59.6,59.2,12.461,-37,-2125
03/04/21,16:37:41,59.6,59.2,12.461,-36.3,-2124
03/04/21,16:38:17,59.6,59.2,12.459,-37.4,-2123
03/04/21,16:38:42,59.6,59.2,12.457,-37.1,-2122
03/04/21,16:39:15,59.6,59.2,12.457,-36.2,-2121
03/04/21,16:39:42,59.6,59.2,12.454,-37.1,-2120
03/04/21,16:40:19,59.5,59.2,12.458,-38.3,-2119
03/04/21,16:40:52,59.6,59.2,12.459,-38.2,-2118
03/04/21,16:41:12,59.6,59.2,12.458,-38.7,-2117
03/04/21,16:41:43,59.5,59.2,12.458,-38.1,-2116
03/04/21,16:42:12,59.6,59.2,12.459,-38.7,-2115
03/04/21,16:42:42,59.6,59.2,12.457,-38,-2114
03/04/21,16:43:17,59.6,59.2,12.458,-38.6,-2113
03/04/21,16:43:43,59.5,59.1,12.458,-37.8,-2112
03/04/21,16:44:13,59.5,59.2,12.458,-39,-2111
03/04/21,16:44:53,59.5,59.2,12.454,-38.1,-2110
03/04/21,16:45:13,59.6,59.2,12.458,-38.2,-2109
03/04/21,16:45:45,59.5,59.2,12.46,-36.9,-2108
03/04/21,16:46:15,59.5,59.2,12.458,-35,-2107
03/04/21,16:46:44,59.5,59.2,12.459,-36.4,-2106
03/04/21,16:47:19,59.5,59.2,12.461,-37.9,-2105
03/04/21,16:47:45,59.5,59.2,12.459,-36.9,-2104
03/04/21,16:48:16,59.5,59.2,12.459,-37.3,-2103
03/04/21,16:48:48,59.5,59.2,12.461,-37,-2102
03/04/21,16:49:18,59.5,59.2,12.459,-36.8,-2101
03/04/21,16:49:58,59.5,59.2,12.459,-35.4,-2100
03/04/21,16:50:21,59.5,59.2,12.459,-36.5,-2099
03/04/21,16:50:57,59.5,59.2,12.459,-37,-2098
03/04/21,16:51:18,59.6,59.2,12.46,-37.1,-2097
03/04/21,16:51:55,59.6,59.2,12.458,-37.1,-2096
03/04/21,16:52:19,59.5,59.2,12.46,-37.4,-2095
03/04/21,16:52:49,59.5,59.2,12.46,-37.7,-2094
03/04/21,16:53:19,59.6,59.2,12.458,-36.2,-2093
03/04/21,16:53:57,59.6,59.2,12.458,-37.8,-2092
03/04/21,16:54:47,59.6,59.2,12.458,-36.9,-2091
03/04/21,16:54:49,59.6,59.2,12.458,-37.4,-2090
03/04/21,16:55:20,59.6,59.2,12.458,-36.2,-2089
03/04/21,16:56:15,59.6,59.2,12.459,-37.1,-2088
03/04/21,16:56:24,59.6,59.2,12.459,-36.1,-2087
03/04/21,16:56:51,59.6,59.2,12.46,-35.9,-2086
03/04/21,16:57:31,59.6,59.2,12.46,-35.6,-2085
03/04/21,16:57:55,59.6,59.2,12.461,-35.7,-2084
03/04/21,16:58:28,59.6,59.2,12.458,-36.8,-2083
03/04/21,16:58:51,59.6,59.2,12.46,-36.3,-2082
03/04/21,16:59:23,59.6,59.2,12.46,-37.6,-2081
03/04/21,16:59:55,59.5,59.2,12.459,-37.6,-2080
03/04/21,17:00:37,59.6,59.2,12.461,-36.7,-2079
03/04/21,17:00:58,59.6,59.2,12.461,-36.1,-2078
03/04/21,17:01:26,59.6,59.2,12.461,-36,-2077
03/04/21,17:01:58,59.6,59.2,12.462,-36.5,-2076
03/04/21,17:02:29,59.6,59.2,12.461,-36,-2075
03/04/21,17:03:04,59.6,59.2,12.462,-35.3,-2074
03/04/21,17:03:46,59.6,59.2,12.461,-36.3,-2073
03/04/21,17:03:56,59.6,59.2,12.459,-36.4,-2072
03/04/21,17:04:26,59.5,59.2,12.46,-37.1,-2071
03/04/21,17:04:56,59.6,59.2,12.461,-37.8,-2070
03/04/21,17:05:35,59.5,59.2,12.461,-37.4,-2069
03/04/21,17:05:57,59.5,59.2,12.46,-36.9,-2068
03/04/21,17:06:26,59.5,59.2,12.461,-36.9,-2067
03/04/21,17:06:57,59.6,59.2,12.459,-37,-2066
03/04/21,17:07:33,59.5,59.2,12.459,-36.7,-2065
03/04/21,17:07:58,59.6,59.2,12.46,-37.1,-2064
03/04/21,17:08:26,59.5,59.2,12.458,-36.3,-2063
03/04/21,17:08:59,59.5,59.2,12.458,-37.5,-2062
03/04/21,17:09:33,59.5,59.2,12.458,-37.3,-2061
03/04/21,17:09:57,59.5,59.2,12.458,-37.8,-2060
03/04/21,17:10:27,59.5,59.2,12.457,-37.3,-2059
03/04/21,17:11:12,59.5,59.2,12.455,-36.4,-2058
03/04/21,17:11:30,59.5,59.2,12.46,-36.5,-2057
03/04/21,17:11:58,59.5,59.2,12.459,-36.4,-2056
03/04/21,17:12:29,59.5,59.2,12.461,-35.9,-2055
03/04/21,17:13:00,59.5,59.2,12.459,-36.2,-2054
03/04/21,17:13:31,59.5,59.2,12.461,-36.4,-2053
03/04/21,17:14:12,59.5,59.2,12.459,-35.9,-2052
03/04/21,17:14:33,59.5,59.2,12.46,-35.7,-2051
03/04/21,17:15:16,59.5,59.2,12.461,-35.3,-2050
03/04/21,17:15:35,59.5,59.2,12.459,-37.1,-2049
03/04/21,17:16:03,59.5,59.2,12.46,-36.2,-2048
03/04/21,17:16:33,59.5,59.2,12.461,-37.1,-2047
03/04/21,17:17:04,59.5,59.2,12.461,-37.1,-2046
03/04/21,17:17:34,59.5,59.2,12.46,-36.6,-2045
03/04/21,17:18:04,59.5,59.2,12.459,-36.4,-2044
03/04/21,17:18:37,59.5,59.2,12.462,-36.8,-2043
03/04/21,17:19:04,59.5,59.2,12.462,-36.9,-2042
03/04/21,17:19:35,59.5,59.2,12.458,-35.8,-2041
03/04/21,17:20:17,59.5,59.2,12.461,-36.8,-2040
03/04/21,17:20:36,59.5,59.2,12.461,-37.3,-2039
03/04/21,17:21:17,59.5,59.2,12.459,-36.2,-2038
03/04/21,17:21:36,59.4,59.2,12.46,-35.6,-2037
03/04/21,17:22:15,59.5,59.2,12.461,-35.5,-2036
03/04/21,17:22:36,59.5,59.2,12.46,-35.6,-2035
03/04/21,17:23:13,59.4,59.2,12.461,-35.6,-2034
03/04/21,17:23:36,59.5,59.2,12.462,-35.4,-2033
03/04/21,17:24:13,59.5,59.2,12.461,-36.2,-2032
03/04/21,17:24:37,59.5,59.2,12.462,-37,-2031
03/04/21,17:25:07,59.5,59.2,12.46,-36.9,-2030
03/04/21,17:25:40,59.5,59.2,12.464,-37.1,-2029
03/04/21,17:26:08,59.5,59.2,12.462,-37.8,-2028
03/04/21,17:26:42,59.5,59.2,12.46,-36.1,-2027
03/04/21,17:27:09,59.5,59.2,12.458,-35.9,-2026
03/04/21,17:27:39,59.5,59.2,12.46,-35.2,-2025
03/04/21,17:28:10,59.4,59.2,12.459,-35.8,-2024
03/04/21,17:28:40,59.4,59.2,12.462,-35.5,-2023
03/04/21,17:29:11,59.4,59.2,12.461,-35.3,-2022
03/04/21,17:29:42,59.4,59.2,12.458,-36.2,-2021
03/04/21,17:30:14,59.4,59.2,12.463,-35.1,-2020
03/04/21,17:30:51,59.4,59.2,12.461,-36.6,-2019
03/04/21,17:31:13,59.4,59.2,12.46,-36.8,-2018
03/04/21,17:31:44,59.5,59.2,12.461,-36.7,-2017
03/04/21,17:32:20,59.5,59.2,12.458,-37,-2016
03/04/21,17:32:45,59.4,59.2,12.46,-36.6,-2015
03/04/21,17:33:16,59.4,59.2,12.461,-36.9,-2014
03/04/21,17:33:53,59.4,59.2,12.462,-35.9,-2013
03/04/21,17:34:16,59.4,59.2,12.461,-35.3,-2012
03/04/21,17:34:46,59.4,59.2,12.458,-35.1,-2011
03/04/21,17:35:17,59.4,59.2,12.458,-35.3,-2010
03/04/21,17:35:47,59.4,59.2,12.461,-35.6,-2009
03/04/21,17:36:18,59.4,59.2,12.46,-34.9,-2008
03/04/21,17:36:47,59.4,59.2,12.461,-33.7,-2007
03/04/21,17:37:17,59.4,59.2,12.46,-34.7,-2006
03/04/21,17:37:47,59.5,59.2,12.458,-36.1,-2005
03/04/21,17:38:17,59.4,59.2,12.458,-36.2,-2004
03/04/21,17:38:54,59.5,59.2,12.458,-35,-2003
03/04/21,17:39:19,59.4,59.2,12.461,-35,-2002
03/04/21,17:39:47,59.4,59.2,12.462,-35,-2001
03/04/21,17:40:18,59.4,59.2,12.463,-36.5,-2000
03/04/21,17:40:48,59.4,59.2,12.46,-37,-1999
03/04/21,17:41:18,59.4,59.2,12.46,-35.1,-1998
03/04/21,17:41:57,59.4,59.2,12.459,-36.3,-1997
03/04/21,17:42:18,59.4,59.2,12.459,-36.7,-1996
03/04/21,17:42:56,59.4,59.2,12.461,-37.8,-1995
03/04/21,17:43:18,59.4,59.2,12.461,-37.3,-1994
03/04/21,17:43:57,59.4,59.2,12.462,-36,-1993
03/04/21,17:44:18,59.4,59.2,12.463,-36,-1992
03/04/21,17:45:12,59.4,59.2,12.461,-35.4,-1991
03/04/21,17:45:18,59.4,59.2,12.462,-35.7,-1990
03/04/21,17:46:07,59.4,59.2,12.46,-37,-1989
03/04/21,17:46:18,59.4,59.2,12.463,-36.9,-1988
03/04/21,17:46:57,59.4,59.2,12.459,-36.9,-1987
03/04/21,17:47:31,59.4,59.2,12.457,-35.6,-1986
03/04/21,17:48:11,59.4,59.2,12.457,-35.6,-1985
03/04/21,17:48:20,59.4,59.2,12.459,-36.5,-1984
03/04/21,17:48:59,59.4,59.2,12.462,-36.5,-1983
03/04/21,17:49:19,59.4,59.2,12.462,-36.2,-1982
03/04/21,17:49:49,59.4,59.2,12.458,-37.5,-1981
03/04/21,17:50:34,59.4,59.2,12.457,-36.5,-1980
03/04/21,17:50:52,59.4,59.2,12.459,-36.3,-1979
03/04/21,17:51:26,59.4,59.2,12.461,-35.9,-1978
03/04/21,17:51:50,59.4,59.2,12.463,-36.9,-1977
03/04/21,17:52:35,59.3,59.2,12.462,-36.8,-1976
03/04/21,17:52:56,59.3,59.2,12.462,-35.9,-1975
03/04/21,17:53:22,59.3,59.2,12.46,-35.9,-1974
03/04/21,17:53:54,59.3,59.1,12.459,-37.4,-1973
03/04/21,17:54:34,59.3,59.2,12.459,-36.2,-1972
03/04/21,17:54:53,59.3,59.2,12.457,-36.5,-1971
03/04/21,17:55:23,59.3,59.2,12.46,-34.8,-1970
03/04/21,17:56:00,59.3,59.2,12.459,-35.2,-1969
03/04/21,17:56:24,59.3,59.2,12.456,-34.4,-1968
03/04/21,17:56:57,59.3,59.1,12.461,-36.4,-1967
03/04/21,17:57:25,59.3,59.2,12.46,-34.8,-1966
03/04/21,17:58:02,59.3,59.2,12.459,-35.9,-1965
03/04/21,17:58:25,59.3,59.2,12.462,-34.9,-1964
03/04/21,17:58:56,59.3,59.2,12.46,-34.8,-1963
03/04/21,17:59:27,59.3,59.2,12.46,-35.6,-1962
03/04/21,17:59:58,59.3,59.2,12.458,-34.1,-1961
03/04/21,18:00:29,59.3,59.2,12.458,-35.6,-1960
03/04/21,18:00:59,59.3,59.2,12.46,-35.4,-1959
03/04/21,18:01:32,59.3,59.2,12.458,-35,-1958
03/04/21,18:01:59,59.3,59.2,12.459,-35.1,-1957
03/04/21,18:02:30,59.3,59.1,12.461,-34.7,-1956
03/04/21,18:03:16,59.3,59.2,12.46,-34.5,-1955
03/04/21,18:03:38,59.3,59.2,12.459,-34.8,-1954
03/04/21,18:04:02,59.3,59.2,12.461,-34.7,-1953
03/04/21,18:04:34,59.3,59.2,12.461,-34.1,-1952
03/04/21,18:05:03,59.3,59.1,12.458,-35.4,-1951
03/04/21,18:05:34,59.3,59.2,12.46,-35.9,-1950
03/04/21,18:06:14,59.3,59.2,12.461,-35.5,-1949
03/04/21,18:06:42,59.3,59.2,12.458,-36.4,-1948
03/04/21,18:07:05,59.3,59.2,12.458,-37.3,-1947
03/04/21,18:07:38,59.3,59.2,12.461,-35.6,-1946
03/04/21,18:08:06,59.3,59.2,12.459,-36.2,-1945
03/04/21,18:08:36,59.3,59.2,12.458,-37.9,-1944
03/04/21,18:09:06,59.4,59.2,12.459,-35.7,-1943
03/04/21,18:09:38,59.3,59.2,12.46,-35.3,-1942
03/04/21,18:10:17,59.4,59.2,12.459,-36.2,-1941
03/04/21,18:10:36,59.3,59.2,12.461,-35.1,-1940
03/04/21,18:11:07,59.3,59.2,12.459,-35.6,-1939
03/04/21,18:11:54,59.3,59.2,12.458,-35.1,-1938
03/04/21,18:12:13,59.3,59.2,12.463,-35.4,-1937
03/04/21,18:12:40,59.3,59.2,12.462,-35.3,-1936
03/04/21,18:13:14,59.3,59.2,12.461,-34.8,-1935
03/04/21,18:13:40,59.3,59.2,12.458,-34.1,-1934
03/04/21,18:14:17,59.3,59.2,12.458,-35,-1933
03/04/21,18:14:39,59.3,59.2,12.458,-34.8,-1932
03/04/21,18:15:17,59.3,59.2,12.458,-36.3,-1931
03/04/21,18:15:40,59.3,59.2,12.46,-35.3,-1930
03/04/21,18:16:11,59.3,59.2,12.46,-36.2,-1929
03/04/21,18:16:44,59.3,59.2,12.46,-37,-1928
03/04/21,18:17:12,59.3,59.2,12.458,-37.6,-1927
03/04/21,18:17:42,59.3,59.2,12.459,-37.5,-1926
03/04/21,18:18:12,59.3,59.2,12.458,-37.7,-1925
03/04/21,18:18:43,59.3,59.2,12.457,-37.7,-1924
03/04/21,18:19:16,59.3,59.2,12.458,-37.4,-1923
03/04/21,18:19:43,59.3,59.2,12.459,-38.5,-1922
03/04/21,18:20:17,59.3,59.2,12.459,-38,-1921
03/04/21,18:20:44,59.2,59.2,12.458,-37.4,-1920
03/04/21,18:21:16,59.3,59.2,12.458,-36.5,-1919
03/04/21,18:21:45,59.2,59.2,12.461,-35.9,-1918
03/04/21,18:22:18,59.2,59.2,12.455,-35.8,-1917
03/04/21,18:22:46,59.2,59.2,12.46,-35,-1916
03/04/21,18:23:19,59.3,59.2,12.461,-36.1,-1915
03/04/21,18:23:47,59.2,59.2,12.46,-35.6,-1914
03/04/21,18:24:20,59.3,59.2,12.461,-35.1,-1913
03/04/21,18:24:47,59.3,59.2,12.461,-35.5,-1912
03/04/21,18:25:19,59.3,59.2,12.459,-35.6,-1911
03/04/21,18:25:47,59.2,59.2,12.459,-36.8,-1910
03/04/21,18:26:24,59.2,59.2,12.46,-35.2,-1909
03/04/21,18:26:47,59.3,59.2,12.461,-35.1,-1908
03/04/21,18:27:17,59.3,59.2,12.461,-35.7,-1907
03/04/21,18:27:47,59.3,59.2,12.458,-36.2,-1906
03/04/21,18:28:19,59.2,59.2,12.459,-35.7,-1905
03/04/21,18:28:57,59.2,59.2,12.459,-36.5,-1904
03/04/21,18:29:32,59.2,59.2,12.461,-36.3,-1903
03/04/21,18:29:49,59.2,59.2,12.459,-36.1,-1902
03/04/21,18:30:25,59.2,59.2,12.462,-35.6,-1901
03/04/21,18:30:57,59.2,59.2,12.462,-36.3,-1900
03/04/21,18:31:19,59.2,59.2,12.461,-36.7,-1899
03/04/21,18:31:49,59.2,59.2,12.459,-36.5,-1898
03/04/21,18:32:23,59.2,59.2,12.459,-35.6,-1897
